"edcode","data_cut_off_date","original_underlying_exposure_identifier","format","spv_country","deal_vintage","unique_identifier","original_obligor_identifier","redemption_date","geographic_region_obligor","customer_type","nace_industry_code","obligor_basel_iii_segment","enterprise_size","revenue","total_debt","ebitda","free_cashflow","date_of_financials","debt_type","seniority","syndicated","origination_date","maturity_date","purpose","original_principal_balance","current_principal_balance","total_credit_limit","amortisation_type","principal_grace_period_end_date","scheduled_principal_payment_frequency","scheduled_interest_payment_frequency","payment_due","payment_due_interest","balloon_amount","interest_rate_type","current_interest_rate","current_interest_rate_index","current_interest_rate_margin","interest_rate_reset_interval","interest_rate_cap","interest_rate_floor","revision_margin_1","interest_revision_date_1","revision_margin_2","interest_revision_date_2","revision_margin_3","interest_revision_date_3","revised_interest_rate_index","arrears_balance","number_of_days_in_arrears","number_of_days_in_arrears_interest","reason_for_default_or_foreclosure","default_amount","default_date","allocated_losses","cumulative_recoveries","recovery_source","deposit_amount","percentage_of_prepayments_allowed_per_year","date_last_in_arrears","date_of_repurchase","date_of_restructuring","pool_addition_date","prepayment_date","prepayment_fee_end_date","prepayment_lockout_end_date","cumulative_prepayments","enterprise_value","market_value","prepayment_fee","prior_principal_balance","number_of_payments_before_securitisation","purchase_price","account_status","credit_impaired_obligor","current_interest_rate_tenor","geographic_region_classification","international_securities_identification_number","leveraged_transaction","managed_by_clo","new_obligor_identifier","new_underlying_exposure_identifier","original_lender_establishment_country","original_lender_legal_entity_identifier","origination_channel","originator_establishment_country","originator_legal_entity","payment_in_kind","recourse","revised_interest_rate_tenor","securitised_receivables","special_scheme","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","033-620-0070958","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","119897","","ITH42","CNEO","L68.2.0","RETL","MICE","116000","450000","0","0","12/31/2015","LOLE","","","6/1/2013","7/31/2026","OTHR","593908.41","223076.19","","FRXX","6/30/2021","MNTH","MNTH","6021.14","","","FLIF","6.1500000953674","EURI","4.25","1","","","","","","","","","","6021.14","0","","","0","","0","0","","0","100","12/31/2022","","","10/9/2019","","","6/2/2013","0","639000","","","","76","100","PERF","1","QUTR","2016","","","","119897","033-620-0070958","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","036-610-0113144","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","438211","","ITH42","ENEO","S96.0.9","RETL","NATP","287000","88000","220000","0","12/31/2017","LOLE","","","7/31/2019","11/30/2024","OTHR","80000","32114.65","","FRXX","11/30/2019","MNTH","MNTH","1504.14","","","FLIF","5.25","EURI","3.3499999046326","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/1/2019","0","234000","","","","2","100","PERF","1","QUTR","2016","","","","438211","036-610-0113144","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","046-620-0070038","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","311967","","ITH43","ENEO","M69.2.0","RETL","","","","","","","LOLE","","","12/27/2007","12/31/2024","EQPI","135000","25290.01","","FRXX","11/30/2020","MNTH","MNTH","1068.08","","","FLIF","3.4000000953674","EURI","1","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","12/30/2019","10/9/2019","","","12/28/2007","0","","","","","142","100","RNAR","1","SEMI","2016","","","","311967","046-620-0070038","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","065-610-0106573","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","404988","","ITH42","ENEO","F43.2.2","RETL","SMAE","1506000","249000","99000","73000","12/31/2020","LOLE","","","10/25/2018","10/31/2024","OVRD","80000","31132.55","","FRXX","6/30/2021","MNTH","MNTH","1580.28","","","FLIF","6.0500001907349","EURI","4.1500000953674","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","10/26/2018","0","1120000","","","","12","100","PERF","1","QUTR","2016","","","","404988","065-610-0106573","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","066-620-0070176","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","30989","","ITH42","CNEO","I55.1.0","RETL","","","","","","","LOLE","","","8/4/2009","8/31/2029","OTHR","200000","79275.5","","OTHR","6/30/2021","MNTH","MNTH","1147.16","","","FLIF","3.9000000953674","EURI","1.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/5/2009","0","","","","","122","100","PERF","1","SEMI","2016","","","","30989","066-620-0070176","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","073-610-0100091","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","34998","","ITH35","ENEO","L68.2.0","RETL","MICE","27000","0","0","0","12/31/2017","LOLE","","","10/18/2017","10/31/2027","EQPI","150000","74279.18","","FRXX","10/31/2017","MNTH","MNTH","1451.28","","","FLIF","3.1500000953674","EURI","1.25","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","10/19/2017","0","0","","","","24","100","PERF","1","QUTR","2016","","","","34998","073-610-0100091","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","010-620-0105118","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","472893","","ITH34","CNEO","A1.2.1","RETL","","","","","","","LOLE","","","8/6/2018","8/31/2033","OVRD","250000","187662.82","","FRXX","8/31/2018","MNTH","MNTH","2034.06","","","FLIF","4.8499999046326","EURI","2.9500000476837","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/7/2018","0","","","","","14","100","PERF","1","QUTR","2016","","","","472893","010-620-0105118","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","015-645-0070064","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","410046","","ITH42","ENEO","A1.4.1","RETL","","","","","","","LOLE","","","2/16/2010","2/29/2040","OTHR","100000","67646.79","","FRXX","2/28/2010","MNTH","MNTH","488.81","","","FLIF","4.1500000953674","EURI","2.25","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/17/2010","0","","","","","116","100","PERF","1","QUTR","2016","","","","410046","015-645-0070064","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","025-610-0109269","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","410613","","ITH42","ENEO","I55.2.0","SMEX","","","","","","","LOLE","","","1/17/2019","7/31/2024","OVRD","25000","8633.51","","FRXX","9/30/2020","MNTH","MNTH","501.31","","","FLIF","6.5","EURI","4.5999999046326","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","1/18/2019","0","","","","","9","100","PERF","1","QUTR","2016","","","","410613","025-610-0109269","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","029-620-0070231","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","312820","","ITH42","ENEO","A2.2.0","RETL","","","","","","","LOLE","","","12/27/2012","6/30/2023","EQPI","50000","3075.77","","FRXX","9/30/2020","MNTH","MNTH","537.4","","","FLIF","6.4000000953674","EURI","4","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","12/28/2012","0","","","","","82","100","PERF","1","SEMI","2016","","","","312820","029-620-0070231","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","031-620-0070308","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","381336","","ITH42","ENEO","L68.1.0","RETL","SMAE","62000","1178000","50000","55000","12/31/2021","LOLE","","","7/1/2009","12/31/2033","OTHR","7759.48","4811.54","","FRXX","12/31/2021","SEMI","SEMI","245.81","","","FLIF","2.0999999046326","EURI","1.8999999761581","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","10/1/2021","10/9/2019","","","7/2/2009","0","2049000","","","","20","100","RNAR","1","SEMI","2016","","","","381336","031-620-0070308","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","040-610-0109948","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","311113","","ITH35","ENEO","I56.1.0","RETL","MICE","392000","59000","94000","-8000","12/31/2021","LOLE","","","2/18/2019","6/30/2025","OTHR","40000","21047.19","","FRXX","6/30/2021","MNTH","MNTH","820.15","","","FLIF","6.4000000953674","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/19/2019","0","-3000","","","","8","100","PERF","1","QUTR","2016","","","","311113","040-610-0109948","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","040-610-0113335","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","479174","","ITH42","ENEO","F43.2.1","RETL","NATP","276000","0","76000","0","12/31/2021","LOLE","","","8/22/2019","11/30/2026","OTHR","40000","27156.48","","FRXX","6/30/2021","MNTH","MNTH","704.32","","","FLIF","6.0999999046326","EURI","4.1999998092651","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/23/2019","0","0","","","","2","100","PERF","1","QUTR","2016","","","","479174","040-610-0113335","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","046-620-0090464","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","159101","","ITH55","ENEO","M70.2.2","RETL","MICE","271000","34000","35000","-108000","12/31/2021","LOLE","","","12/20/2016","12/31/2026","EQPI","50000","12245.56","","FRXX","12/31/2016","MNTH","MNTH","277.5","","","FXRL","4","","","","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","6/5/2018","","12/21/2016","20000","202000","","100","","34","100","PERF","1","","2016","","","","159101","046-620-0090464","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","004-620-0090098","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","140316","","ITH44","CNEO","I56.1.0","RETL","","","","","","","LOLE","","","2/19/2015","12/31/2026","EQPI","90000","42284.74","","FRXX","12/31/2021","MNTH","MNTH","1087.64","","","FLIF","7.25","EURI","4.8499999046326","1","","","","","","","","","","1087.64","0","","","0","","0","0","","0","100","12/31/2022","","8/23/2021","10/9/2019","","","2/20/2015","0","","","","","56","100","RNAR","1","SEMI","2016","","","","140316","004-620-0090098","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","014-620-0070033","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","30132","","ITH42","ENEO","M70.2.2","RETL","MICE","462000","667000","106000","22000","12/31/2021","LOLE","","","3/29/2010","6/30/2026","EQPI","550000","146847.63","","FRXX","6/30/2021","MNTH","MNTH","3867.2","","","FLIF","3.75","EURI","1.3500000238418","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","3/30/2010","0","1528000","","","","115","100","PERF","1","SEMI","2016","","","","30132","014-620-0070033","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","018-610-0090437","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","129109","","ITH41","ENEO","S96.0.2","RETL","MICE","0","0","0","0","12/31/2015","LOLE","","","7/19/2016","11/30/2024","OTHR","55000","16816.55","","FRXX","6/30/2021","MNTH","MNTH","836.68","","","FLFL","6.4000000953674","EURI","4.5","1","","4.5","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/20/2016","0","0","","","","39","100","PERF","1","QUTR","2016","","","","129109","018-610-0090437","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","020-620-0090320","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","75541","","ITH35","ENEO","A1.2.1","SMEX","MEDE","2556000","10364000","464000","-182000","12/31/2021","LOLE","","","6/29/2017","8/31/2038","OTHR","1700000","1387827.31","","FRXX","6/30/2021","MNTH","MNTH","11468.96","","","FLFL","4.25","EURI","1.8500000238418","1","","1.85","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/30/2017","0","16487000","","","","28","100","PERF","1","SEMI","2016","","","","75541","020-620-0090320","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","025-630-0070446","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","399691","","ITH42","ENEO","G47.5.9","RETL","MICE","1917000","422000","128000","317000","12/31/2021","LOLE","","","7/25/2008","6/30/2028","OTHR","265000","104261.31","","FRXX","8/31/2013","MNTH","MNTH","1815.03","","","FLIF","3.2999999523163","EURI","0.89999997615814","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/26/2008","0","711000","","","","135","100","PERF","1","SEMI","2016","","","","399691","025-630-0070446","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","035-610-0090515","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","283710","","ITH42","ENEO","C18.1.2","RETL","MICE","590000","30000","-7000","-46000","12/31/2021","LOLE","","","6/23/2017","9/30/2023","OTHR","50000","8358.73","","FRXX","6/30/2021","MNTH","MNTH","1020.69","","","FLFL","6.9000000953674","EURI","4.5","1","","4.5","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/24/2017","0","248000","","","","28","100","PERF","1","SEMI","2016","","","","283710","035-610-0090515","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","048-620-0090144","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","29815","","ITH42","ENEO","G46.3.2","SMEX","MEDE","5972000","4617000","498000","0","12/31/2022","LOLE","","","7/1/2015","12/31/2030","OTHR","632444.87","187064.32","","FRXX","12/31/2021","SEMI","SEMI","12595.11","","","FLFL","1.5","EURI","1.2999999523163","6","","1.3","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/2/2015","0","15019000","","","","8","100","PERF","1","SEMI","2016","","","","29815","048-620-0090144","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","053-630-0090281","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","252382","","ITH42","ENEO","L68.2.0","SMEX","MEDE","1225000","4650000","717000","317000","12/31/2021","LOLE","","","5/12/2016","5/31/2033","EQPI","1500000","1086670.66","","FRXX","6/30/2021","MNTH","MNTH","12147.63","","","FLFL","4.5500001907349","EURI","2.1500000953674","1","","2.15","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/13/2016","0","19824000","","","","41","100","PERF","1","SEMI","2016","","","","252382","053-630-0090281","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","065-610-0106285","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","184091","","ITH42","ENEO","F43.1.2","RETL","NATP","607000","170000","165000","-54000","12/31/2018","LOLE","","","11/2/2018","2/28/2025","OTHR","56000","25561.19","","FRXX","6/30/2021","MNTH","MNTH","1062.76","","","FLIF","4.8000001907349","EURI","2.9000000953674","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/3/2018","0","394000","","","","11","100","PERF","1","QUTR","2016","","","","184091","065-610-0106285","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","004-610-0112020","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","490285","12/27/2022","ITH44","CNEO","","SMEX","","","","","","","LOLE","","","6/25/2019","","OVRD","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","12/27/2022","","","38061.98","","","761.24","","1","","RDMD","1","","2016","","","","490285","004-610-0112020","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","025-610-0091360","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","164455","","ITH42","CNEO","G47.7.1","RETL","MICE","76000","96000","5000","-55000","12/31/2018","LOLE","","","11/30/2016","8/31/2028","OTHR","90000","56990.8","","FRXX","12/31/2021","MNTH","MNTH","1103.53","","","FLFL","6.9000000953674","EURI","4.5","1","","4.5","","","","","","","","0","0","","UPXX","64791.78","2/10/2021","0","0","","0","100","12/31/2022","","9/13/2021","10/9/2019","","","12/1/2016","0","129000","","","","34","100","DFLT","1","SEMI","2016","","","","164455","025-610-0091360","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","065-620-0062056","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","401300","","ITH42","ENEO","I56.1.0","RETL","MICE","250000","314000","28000","15000","12/31/2018","LOLE","","","12/5/2006","7/31/2031","OTHR","220000","84673","","FRXX","12/31/2021","MNTH","MNTH","917.03","","","FLFL","3.4000000953674","EURI","1.5","1","","1.5","","","","","","","","0","0","","","0","","0","0","","0","100","","","1/30/2018","10/9/2019","","","12/6/2006","0","442000","","","","154","100","RNAR","1","QUTR","2016","","","","401300","065-620-0062056","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","013-620-0070237","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","28439","","ITH41","ENEO","I56.3.0","RETL","","","","","","","LOLE","","","11/1/2011","7/31/2029","OVRD","87454.78","44019.63","","FRXX","9/30/2020","MNTH","MNTH","688.59","","","FLIF","5.6500000953674","EURI","3.25","1","","","","","","","","","","0","0","","","57267.34","8/31/2020","2310.27","12412.59","","0","100","","","","10/9/2019","","","11/2/2011","0","","","","","94","100","NDFT","1","SEMI","2016","","","","28439","013-620-0070237","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","019-620-0070057","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","81311","","ITH42","ENEO","G47.8.2","RETL","","","","","","","LOLE","","","10/10/2011","7/31/2030","OVRD","75000","40864.14","","OTHR","12/31/2021","MNTH","MNTH","569.27","","","FLIF","5.4000000953674","EURI","3","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","10/11/2011","0","","","","","95","100","RNAR","1","SEMI","2016","","","","81311","019-620-0070057","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","033-620-0101125","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","128755","","ITH42","ENEO","G46.3.8","RETL","MICE","1412000","262000","84000","-6000","12/31/2021","LOLE","","","11/29/2017","2/28/2029","OVRD","110000","71632.89","","FRXX","6/30/2021","MNTH","MNTH","1212.44","","","FLIF","4.75","EURI","2.8499999046326","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/30/2017","0","586000","","","","23","100","PERF","1","QUTR","2016","","","","128755","033-620-0101125","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","057-620-0070525","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","397093","","ITH41","ENEO","H49.4.1","SMEX","SMAE","1407000","146000","44000","122000","12/31/2021","LOLE","","","7/25/2013","11/30/2029","EQPI","170000","93077.59","","FRXX","6/30/2021","MNTH","MNTH","1528.3","","","FLIF","6.6500000953674","EURI","4.25","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/26/2013","0","1490000","","","","75","100","PERF","1","SEMI","2016","","","","397093","057-620-0070525","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","058-610-0110324","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","110753","","ITH43","ENEO","I56.3.0","RETL","","","","","","","LOLE","","","4/24/2019","8/31/2030","OTHR","55000","45558.38","","FRXX","6/30/2021","MNTH","MNTH","683.97","","","FLIF","6.0500001907349","EURI","4.1500000953674","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","4/25/2019","0","","","","","6","100","PERF","1","QUTR","2016","","","","110753","058-610-0110324","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","065-610-0112682","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","405501","","ITH42","ENEO","G47.2.1","RETL","","","","","","","LOLE","","","7/8/2019","9/30/2026","OVRD","30000","19867.17","","FRXX","6/30/2021","MNTH","MNTH","539.47","","","FLIF","6.4000000953674","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/9/2019","0","","","","","3","100","PERF","1","QUTR","2016","","","","405501","065-610-0112682","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","069-620-0100052","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","159441","","ITH35","ENEO","I55.2.0","SMEX","SMAE","418000","5063000","285000","155000","12/31/2020","LOLE","","","11/16/2017","12/31/2034","EQPI","250000","206615.23","","FRXX","12/31/2021","SEMI","SEMI","10610.57","","","FLIF","2.7000000476837","EURI","2.5","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/17/2017","0","5190000","","","","4","100","PERF","1","SEMI","2016","","","","159441","069-620-0100052","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","073-610-0104889","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","113284","","ITH35","ENEO","F41.1.0","RETL","SMAE","311000","1502000","135000","-45000","12/31/2021","LOLE","","","6/25/2018","12/31/2024","OVRD","350000","178490.81","","FRXX","6/30/2021","QUTR","QUTR","23470.27","","","FLIF","3.2999999523163","EURI","2.2999999523163","3","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/26/2018","0","3438000","","","","6","100","PERF","1","QUTR","2016","","","","113284","073-610-0104889","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","074-610-0110486","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","165862","10/31/2022","ITH44","ENEO","","RETL","MICE","568000","149000","4000","6000","","LOLE","","","4/17/2019","","OTHR","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","","","","0","660000","","","","6","","RDMD","1","","2016","","","","165862","074-610-0110486","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","025-645-0072868","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","314685","","ITH42","ENEO","A1.5.0","RETL","","","","","","","LOLE","","","10/11/2012","6/30/2034","EQPI","140000","93990.27","","FRXX","6/30/2013","QUTR","QUTR","2814.91","","","FLIF","5.0999999046326","EURI","3.5","3","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","10/12/2012","0","","","","","28","100","PERF","1","SEMI","2016","","","","314685","025-645-0072868","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","034-640-0070631","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","302124","","ITH42","ENEO","A1.1.1","RETL","","","","","","","LOLE","","","12/18/2013","12/31/2022","OTHR","50000","4253.54","","FRXX","12/31/2021","SEMI","SEMI","0","","","FLIF","5.4499998092651","EURI","5.25","6","","","","","","","","","","4683.85","0","","","0","","0","0","","0","100","12/31/2022","","9/30/2021","10/9/2019","","","12/19/2013","0","","","","","12","100","RNAR","1","SEMI","2016","","","","302124","034-640-0070631","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","12/31/2022","038-610-0070181","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","274002","","ITH42","ENEO","I55.1.0","RETL","NATP","190000","130000","85000","0","12/31/2018","LOLE","","","6/22/2009","1/31/2025","OTHR","135000","24713.62","","FRXX","6/30/2021","MNTH","MNTH","1074.06","","","FLIF","5.4000000953674","EURI","3","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/23/2009","0","280000","","","","124","100","PERF","1","SEMI","2016","","","","274002","038-610-0070181","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
